iso639_3,iso639_1,iso639_2t,iso639_2b,name_en,name_native,family,scope,type
flh,,,,Foau,,,I,L
fli,,,,Fali,,,I,L
fll,,,,North Fali,,,I,L
fln,,,,Flinders Island,,,I,E
flr,,,,Fuliiru,,,I,L
fly,,,,Flaaitaal,,,I,L
fmp,,,,Fe'fe',,,I,L
fmu,,,,Far Western Muria,,,I,L
fnb,,,,Fanbak,,,I,L
fng,,,,Fanagalo,,,I,L
fni,,,,Fania,,,I,L
fod,,,,Foodo,,,I,L
foi,,,,Foi,,,I,L
fom,,,,Foma,,,I,L
fon,,fon,fon,Fon,,,I,L
for,,,,Fore,,,I,L
fos,,,,Siraya,,,I,E
fpe,,,,Fernando Po Creole English,,,I,L
fqs,,,,Fas,,,I,L
fra,fr,fra,fre,French,"français, langue française",Indo-European,I,L
frc,,,,Cajun French,,,I,L
frd,,,,Fordata,,,I,L
frk,,,,Frankish,,,I,H
frm,,frm,frm,Middle French (ca. 1400-1600),,,I,H
fro,,fro,fro,Old French (842-ca. 1400),,,I,H
frp,,,,Arpitan,,,I,L
frq,,,,Forak,,,I,L
frr,,frr,frr,Northern Frisian,,,I,L
frs,,frs,frs,Eastern Frisian,,,I,L
frt,,,,Fortsenal,,,I,L
fry,fy,fry,fry,Western Frisian,Frysk,Indo-European,I,L
fse,,,,Finnish Sign Language,,,I,L
fsl,,,,French Sign Language,,,I,L
fss,,,,Finland-Swedish Sign Language,,,I,L
fub,,,,Adamawa Fulfulde,,,I,L
fuc,,,,Pulaar,,,I,L
fud,,,,East Futuna,,,I,L
fue,,,,Borgu Fulfulde,,,I,L
fuf,,,,Pular,,,I,L
fuh,,,,Western Niger Fulfulde,,,I,L
fui,,,,Bagirmi Fulfulde,,,I,L
fuj,,,,Ko,,,I,L
ful,ff,ful,ful,Fulah,"Fulfulde, Pulaar, Pular",Niger–Congo,M,L
fum,,,,Fum,,,I,L
fun,,,,Fulniô,,,I,L
fuq,,,,Central-Eastern Niger Fulfulde,,,I,L
fur,,fur,fur,Friulian,,,I,L
fut,,,,Futuna-Aniwa,,,I,L
fuu,,,,Furu,,,I,L
fuv,,,,Nigerian Fulfulde,,,I,L
fuy,,,,Fuyug,,,I,L
fvr,,,,Fur,,,I,L
fwa,,,,Fwâi,,,I,L
fwe,,,,Fwe,,,I,L
gaa,,gaa,gaa,Ga,,,I,L
gab,,,,Gabri,,,I,L
gac,,,,Mixed Great Andamanese,,,I,L
gad,,,,Gaddang,,,I,L
gae,,,,Guarequena,,,I,L
gaf,,,,Gende,,,I,L
gag,,,,Gagauz,,,I,L
gah,,,,Alekano,,,I,L
gai,,,,Borei,,,I,L
gaj,,,,Gadsup,,,I,L
gak,,,,Gamkonora,,,I,L
gal,,,,Galolen,,,I,L
gam,,,,Kandawo,,,I,L
gan,,,,Gan Chinese,,,I,L
gao,,,,Gants,,,I,L
gap,,,,Gal,,,I,L
gaq,,,,Gata',,,I,L
gar,,,,Galeya,,,I,L
gas,,,,Adiwasi Garasia,,,I,L
gat,,,,Kenati,,,I,L
gau,,,,Mudhili Gadaba,,,I,L
gaw,,,,Nobonob,,,I,L
gax,,,,Borana-Arsi-Guji Oromo,,,I,L
gay,,gay,gay,Gayo,,,I,L
gaz,,,,West Central Oromo,,,I,L
gba,,gba,gba,Gbaya (Central African Republic),,,M,L
gbb,,,,Kaytetye,,,I,L
gbd,,,,Karajarri,,,I,L
gbe,,,,Niksek,,,I,L
gbf,,,,Gaikundi,,,I,L
gbg,,,,Gbanziri,,,I,L
gbh,,,,Defi Gbe,,,I,L
gbi,,,,Galela,,,I,L
gbj,,,,Bodo Gadaba,,,I,L
gbk,,,,Gaddi,,,I,L
gbl,,,,Gamit,,,I,L
gbm,,,,Garhwali,,,I,L
gbn,,,,Mo'da,,,I,L
gbo,,,,Northern Grebo,,,I,L
gbp,,,,Gbaya-Bossangoa,,,I,L
gbq,,,,Gbaya-Bozoum,,,I,L
gbr,,,,Gbagyi,,,I,L
gbs,,,,Gbesi Gbe,,,I,L
gbu,,,,Gagadu,,,I,L
gbv,,,,Gbanu,,,I,L
gbw,,,,Gabi-Gabi,,,I,L
gbx,,,,Eastern Xwla Gbe,,,I,L
gby,,,,Gbari,,,I,L
gbz,,,,Zoroastrian Dari,,,I,L
gcc,,,,Mali,,,I,L
gcd,,,,Ganggalida,,,I,E
gce,,,,Galice,,,I,E
gcf,,,,Guadeloupean Creole French,,,I,L
gcl,,,,Grenadian Creole English,,,I,L
gcn,,,,Gaina,,,I,L
gcr,,,,Guianese Creole French,,,I,L
gct,,,,Colonia Tovar German,,,I,L
gda,,,,Gade Lohar,,,I,L
gdb,,,,Pottangi Ollar Gadaba,,,I,L
gdc,,,,Gugu Badhun,,,I,E
gdd,,,,Gedaged,,,I,L
gde,,,,Gude,,,I,L
gdf,,,,Guduf-Gava,,,I,L
gdg,,,,Ga'dang,,,I,L
gdh,,,,Gadjerawang,,,I,L
gdi,,,,Gundi,,,I,L
gdj,,,,Gurdjar,,,I,L
gdk,,,,Gadang,,,I,L
gdl,,,,Dirasha,,,I,L
gdm,,,,Laal,,,I,L
gdn,,,,Umanakaina,,,I,L
gdo,,,,Ghodoberi,,,I,L
gdq,,,,Mehri,,,I,L
gdr,,,,Wipi,,,I,L
gds,,,,Ghandruk Sign Language,,,I,L
gdt,,,,Kungardutyi,,,I,E
gdu,,,,Gudu,,,I,L
gdx,,,,Godwari,,,I,L
gea,,,,Geruma,,,I,L
geb,,,,Kire,,,I,L
gec,,,,Gboloo Grebo,,,I,L
ged,,,,Gade,,,I,L
gef,,,,Gerai,,,I,L
geg,,,,Gengle,,,I,L
geh,,,,Hutterite German,,,I,L
gei,,,,Gebe,,,I,L
gej,,,,Gen,,,I,L
gek,,,,Ywom,,,I,L
gel,,,,ut-Ma'in,,,I,L
geq,,,,Geme,,,I,L
ges,,,,Geser-Gorom,,,I,L
gev,,,,Eviya,,,I,L
gew,,,,Gera,,,I,L
gex,,,,Garre,,,I,L
gey,,,,Enya,,,I,L
gez,,gez,gez,Geez,,,I,H
gfk,,,,Patpatar,,,I,L
gft,,,,Gafat,,,I,E
gga,,,,Gao,,,I,L
ggb,,,,Gbii,,,I,L
ggd,,,,Gugadj,,,I,E
gge,,,,Gurr-goni,,,I,L
ggg,,,,Gurgula,,,I,L
ggk,,,,Kungarakany,,,I,E
ggl,,,,Ganglau,,,I,L
ggt,,,,Gitua,,,I,L
ggu,,,,Gagu,,,I,L
ggw,,,,Gogodala,,,I,L
gha,,,,Ghadamès,,,I,L
ghc,,,,Hiberno-Scottish Gaelic,,,I,H
ghe,,,,Southern Ghale,,,I,L
ghh,,,,Northern Ghale,,,I,L
ghk,,,,Geko Karen,,,I,L
ghl,,,,Ghulfan,,,I,L
ghn,,,,Ghanongga,,,I,L
gho,,,,Ghomara,,,I,L
ghr,,,,Ghera,,,I,L
ghs,,,,Guhu-Samane,,,I,L
ght,,,,Kuke,,,I,L
gia,,,,Kija,,,I,L
gib,,,,Gibanawa,,,I,L
gic,,,,Gail,,,I,L
gid,,,,Gidar,,,I,L
gie,,,,Gaɓogbo,,,I,L
gig,,,,Goaria,,,I,L
gih,,,,Githabul,,,I,L
gii,,,,Girirra,,,I,L
gil,,gil,gil,Gilbertese,,,I,L
gim,,,,Gimi (Eastern Highlands),,,I,L
gin,,,,Hinukh,,,I,L
gip,,,,Gimi (West New Britain),,,I,L
giq,,,,Green Gelao,,,I,L
gir,,,,Red Gelao,,,I,L
gis,,,,North Giziga,,,I,L
git,,,,Gitxsan,,,I,L
giu,,,,Mulao,,,I,L
giw,,,,White Gelao,,,I,L
gix,,,,Gilima,,,I,L
giy,,,,Giyug,,,I,L
giz,,,,South Giziga,,,I,L
gjk,,,,Kachi Koli,,,I,L
gjm,,,,Gunditjmara,,,I,E
gjn,,,,Gonja,,,I,L
gjr,,,,Gurindji Kriol,,,I,L
gju,,,,Gujari,,,I,L
gka,,,,Guya,,,I,L
gkd,,,,Magɨ (Madang Province),,,I,L
gke,,,,Ndai,,,I,L
gkn,,,,Gokana,,,I,L
gko,,,,Kok-Nar,,,I,E
gkp,,,,Guinea Kpelle,,,I,L
gku,,,,ǂUngkue,,,I,E
gla,gd,gla,gla,Scottish Gaelic,Gàidhlig,Indo-European,I,L
glb,,,,Belning,,,I,L
glc,,,,Bon Gula,,,I,L
gld,,,,Nanai,,,I,L
gle,ga,gle,gle,Irish,Gaeilge,Indo-European,I,L
glg,gl,glg,glg,Galician,galego,Indo-European,I,L
glh,,,,Northwest Pashai,,,I,L
glj,,,,Gula Iro,,,I,L
glk,,,,Gilaki,,,I,L
gll,,,,Garlali,,,I,E
glo,,,,Galambu,,,I,L
glr,,,,Glaro-Twabo,,,I,L
glu,,,,Gula (Chad),,,I,L
glv,gv,glv,glv,Manx,"Gaelg, Gailck",Indo-European,I,L
glw,,,,Glavda,,,I,L
gly,,,,Gule,,,I,E
gma,,,,Gambera,,,I,E
gmb,,,,Gula'alaa,,,I,L
gmd,,,,Mághdì,,,I,L
gmg,,,,Magɨyi,,,I,L
gmh,,gmh,gmh,Middle High German (ca. 1050-1500),,,I,H
gml,,,,Middle Low German,,,I,H
gmm,,,,Gbaya-Mbodomo,,,I,L
gmn,,,,Gimnime,,,I,L
gmr,,,,Mirning,,,I,L
gmu,,,,Gumalu,,,I,L
gmv,,,,Gamo,,,I,L
gmx,,,,Magoma,,,I,L
gmy,,,,Mycenaean Greek,,,I,H
gmz,,,,Mgbolizhia,,,I,L
gna,,,,Kaansa,,,I,L
gnb,,,,Gangte,,,I,L
gnc,,,,Guanche,,,I,E
gnd,,,,Zulgo-Gemzek,,,I,L
gne,,,,Ganang,,,I,L
gng,,,,Ngangam,,,I,L
gnh,,,,Lere,,,I,L
gni,,,,Gooniyandi,,,I,L
gnj,,,,Ngen,,,I,L
gnk,,,,ǁGana,,,I,L
gnl,,,,Gangulu,,,I,E
gnm,,,,Ginuman,,,I,L
gnn,,,,Gumatj,,,I,L
gno,,,,Northern Gondi,,,I,L
gnq,,,,Gana,,,I,L
gnr,,,,Gureng Gureng,,,I,E
gnt,,,,Guntai,,,I,L
gnu,,,,Gnau,,,I,L
gnw,,,,Western Bolivian Guaraní,,,I,L
gnz,,,,Ganzi,,,I,L
goa,,,,Guro,,,I,L
gob,,,,Playero,,,I,L
goc,,,,Gorakor,,,I,L
god,,,,Godié,,,I,L
goe,,,,Gongduk,,,I,L
gof,,,,Gofa,,,I,L
gog,,,,Gogo,,,I,L
goh,,goh,goh,Old High German (ca. 750-1050),,,I,H
goi,,,,Gobasi,,,I,L
goj,,,,Gowlan,,,I,L
gok,,,,Gowli,,,I,L
gol,,,,Gola,,,I,L
gom,,,,Goan Konkani,,,I,L
gon,,gon,gon,Gondi,,,M,L
goo,,,,Gone Dau,,,I,L
gop,,,,Yeretuar,,,I,L
goq,,,,Gorap,,,I,L
gor,,gor,gor,Gorontalo,,,I,L
gos,,,,Gronings,,,I,L
got,,got,got,Gothic,,,I,H
gou,,,,Gavar,,,I,L
gov,,,,Goo,,,I,L
gow,,,,Gorowa,,,I,L
gox,,,,Gobu,,,I,L
goy,,,,Goundo,,,I,L
goz,,,,Gozarkhani,,,I,L
gpa,,,,Gupa-Abawa,,,I,L
gpe,,,,Ghanaian Pidgin English,,,I,L
gpn,,,,Taiap,,,I,L
gqa,,,,Ga'anda,,,I,L
gqi,,,,Guiqiong,,,I,L
gqn,,,,Guana (Brazil),,,I,E
gqr,,,,Gor,,,I,L
gqu,,,,Qau,,,I,L
gra,,,,Rajput Garasia,,,I,L
grb,,grb,grb,Grebo,,,M,L
grc,,grc,grc,Ancient Greek (to 1453),,,I,H
grd,,,,Guruntum-Mbaaru,,,I,L
grg,,,,Madi,,,I,L
grh,,,,Gbiri-Niragu,,,I,L
gri,,,,Ghari,,,I,L
grj,,,,Southern Grebo,,,I,L
grm,,,,Kota Marudu Talantang,,,I,L
grn,gn,grn,grn,Guarani,Avañe'ẽ,Tupian,M,L
gro,,,,Groma,,,I,L
grq,,,,Gorovu,,,I,L
grr,,,,Taznatit,,,I,L
grs,,,,Gresi,,,I,L
grt,,,,Garo,,,I,L
gru,,,,Kistane,,,I,L
grv,,,,Central Grebo,,,I,L
grw,,,,Gweda,,,I,L
grx,,,,Guriaso,,,I,L
gry,,,,Barclayville Grebo,,,I,L
grz,,,,Guramalum,,,I,L
gse,,,,Ghanaian Sign Language,,,I,L
gsg,,,,German Sign Language,,,I,L
gsl,,,,Gusilay,,,I,L
gsm,,,,Guatemalan Sign Language,,,I,L
gsn,,,,Nema,,,I,L
gso,,,,Southwest Gbaya,,,I,L
gsp,,,,Wasembo,,,I,L
gss,,,,Greek Sign Language,,,I,L
gsw,,gsw,gsw,Swiss German,,,I,L
gta,,,,Guató,,,I,L
gtu,,,,Aghu-Tharnggala,,,I,E
gua,,,,Shiki,,,I,L
gub,,,,Guajajára,,,I,L
guc,,,,Wayuu,,,I,L
gud,,,,Yocoboué Dida,,,I,L
gue,,,,Gurindji,,,I,L
guf,,,,Gupapuyngu,,,I,L
gug,,,,Paraguayan Guaraní,,,I,L
guh,,,,Guahibo,,,I,L
gui,,,,Eastern Bolivian Guaraní,,,I,L
guj,gu,guj,guj,Gujarati,ગુજરાતી,Indo-European,I,L
guk,,,,Gumuz,,,I,L
gul,,,,Sea Island Creole English,,,I,L
gum,,,,Guambiano,,,I,L
gun,,,,Mbyá Guaraní,,,I,L
guo,,,,Guayabero,,,I,L
gup,,,,Gunwinggu,,,I,L
guq,,,,Aché,,,I,L
gur,,,,Farefare,,,I,L
gus,,,,Guinean Sign Language,,,I,L
gut,,,,Maléku Jaíka,,,I,L
guu,,,,Yanomamö,,,I,L
guw,,,,Gun,,,I,L
gux,,,,Gourmanchéma,,,I,L
guz,,,,Gusii,,,I,L
gva,,,,Guana (Paraguay),,,I,L
gvc,,,,Guanano,,,I,L
gve,,,,Duwet,,,I,L
gvf,,,,Golin,,,I,L
gvj,,,,Guajá,,,I,L
gvl,,,,Gulay,,,I,L
gvm,,,,Gurmana,,,I,L
gvn,,,,Kuku-Yalanji,,,I,L
gvo,,,,Gavião Do Jiparaná,,,I,L
gvp,,,,Pará Gavião,,,I,L
gvr,,,,Gurung,,,I,L
gvs,,,,Gumawana,,,I,L
gvy,,,,Guyani,,,I,E
gwa,,,,Mbato,,,I,L
gwb,,,,Gwa,,,I,L
gwc,,,,Gawri,,,I,L
gwd,,,,Gawwada,,,I,L
gwe,,,,Gweno,,,I,L
gwf,,,,Gowro,,,I,L
gwg,,,,Moo,,,I,L
gwi,,gwi,gwi,Gwichʼin,,,I,L
gwj,,,,ǀGwi,,,I,L
gwm,,,,Awngthim,,,I,E
gwn,,,,Gwandara,,,I,L
gwr,,,,Gwere,,,I,L
gwt,,,,Gawar-Bati,,,I,L
gwu,,,,Guwamu,,,I,E
gww,,,,Kwini,,,I,L
gwx,,,,Gua,,,I,L
gxx,,,,Wè Southern,,,I,L
gya,,,,Northwest Gbaya,,,I,L
gyb,,,,Garus,,,I,L
gyd,,,,Kayardild,,,I,L
gye,,,,Gyem,,,I,L
gyf,,,,Gungabula,,,I,E
gyg,,,,Gbayi,,,I,L
gyi,,,,Gyele,,,I,L
gyl,,,,Gayil,,,I,L
gym,,,,Ngäbere,,,I,L
gyn,,,,Guyanese Creole English,,,I,L
gyo,,,,Gyalsumdo,,,I,L
gyr,,,,Guarayu,,,I,L
gyy,,,,Gunya,,,I,E
gyz,,,,Geji,,,I,L
gza,,,,Ganza,,,I,L
gzi,,,,Gazi,,,I,L
gzn,,,,Gane,,,I,L
haa,,,,Hän,,,I,L
hab,,,,Hanoi Sign Language,,,I,L
hac,,,,Gurani,,,I,L
had,,,,Hatam,,,I,L
hae,,,,Eastern Oromo,,,I,L
haf,,,,Haiphong Sign Language,,,I,L
hag,,,,Hanga,,,I,L
hah,,,,Hahon,,,I,L
hai,,hai,hai,Haida,,,M,L
haj,,,,Hajong,,,I,L
hak,,,,Hakka Chinese,,,I,L
hal,,,,Halang,,,I,L
ham,,,,Hewa,,,I,L
han,,,,Hangaza,,,I,L
hao,,,,Hakö,,,I,L
hap,,,,Hupla,,,I,L
haq,,,,Ha,,,I,L
har,,,,Harari,,,I,L
has,,,,Haisla,,,I,L
hat,ht,hat,hat,Haitian,Kreyòl ayisyen,Creole,I,L
hau,ha,hau,hau,Hausa,(Hausa) هَوُسَ,Afro-Asiatic,I,L
hav,,,,Havu,,,I,L
haw,,haw,haw,Hawaiian,,,I,L
hax,,,,Southern Haida,,,I,L
hay,,,,Haya,,,I,L
haz,,,,Hazaragi,,,I,L
hba,,,,Hamba,,,I,L
hbb,,,,Huba,,,I,L
hbn,,,,Heiban,,,I,L
hbo,,,,Ancient Hebrew,,,I,H
hbs,sh,,,Serbo-Croatian,,,M,L
hbu,,,,Habu,,,I,L
hca,,,,Andaman Creole Hindi,,,I,L
hch,,,,Huichol,,,I,L
hdn,,,,Northern Haida,,,I,L
hds,,,,Honduras Sign Language,,,I,L
hdy,,,,Hadiyya,,,I,L
hea,,,,Northern Qiandong Miao,,,I,L
heb,he,heb,heb,Hebrew,עברית,Afro-Asiatic,I,L
hed,,,,Herdé,,,I,L
heg,,,,Helong,,,I,L
heh,,,,Hehe,,,I,L
hei,,,,Heiltsuk,,,I,L
hem,,,,Hemba,,,I,L
her,hz,her,her,Herero,Otjiherero,Niger–Congo,I,L
hgm,,,,Haiǁom,,,I,L
hgw,,,,Haigwai,,,I,L
hhi,,,,Hoia Hoia,,,I,L
hhr,,,,Kerak,,,I,L
hhy,,,,Hoyahoya,,,I,L
hia,,,,Lamang,,,I,L
hib,,,,Hibito,,,I,E
hid,,,,Hidatsa,,,I,L
hif,,,,Fiji Hindi,,,I,L
hig,,,,Kamwe,,,I,L
hih,,,,Pamosu,,,I,L
hii,,,,Hinduri,,,I,L
hij,,,,Hijuk,,,I,L
hik,,,,Seit-Kaitetu,,,I,L
hil,,hil,hil,Hiligaynon,,,I,L
hin,hi,hin,hin,Hindi,"हिन्दी, हिंदी",Indo-European,I,L
hio,,,,Tsoa,,,I,L
hir,,,,Himarimã,,,I,L
hit,,hit,hit,Hittite,,,I,H
hiw,,,,Hiw,,,I,L
hix,,,,Hixkaryána,,,I,L
hji,,,,Haji,,,I,L
hka,,,,Kahe,,,I,L
hke,,,,Hunde,,,I,L
hkh,,,,Khah,,,I,L
hkk,,,,Hunjara-Kaina Ke,,,I,L
hkn,,,,Mel-Khaonh,,,I,L
hks,,,,Hong Kong Sign Language,,,I,L
hla,,,,Halia,,,I,L
hlb,,,,Halbi,,,I,L
hld,,,,Halang Doan,,,I,L
hle,,,,Hlersu,,,I,L
hlt,,,,Matu Chin,,,I,L
hlu,,,,Hieroglyphic Luwian,,,I,H
hma,,,,Southern Mashan Hmong,,,I,L
hmb,,,,Humburi Senni Songhay,,,I,L
hmc,,,,Central Huishui Hmong,,,I,L
hmd,,,,Large Flowery Miao,,,I,L
hme,,,,Eastern Huishui Hmong,,,I,L
hmf,,,,Hmong Don,,,I,L
hmg,,,,Southwestern Guiyang Hmong,,,I,L
hmh,,,,Southwestern Huishui Hmong,,,I,L
hmi,,,,Northern Huishui Hmong,,,I,L
hmj,,,,Ge,,,I,L
hmk,,,,Maek,,,I,H
hml,,,,Luopohe Hmong,,,I,L
hmm,,,,Central Mashan Hmong,,,I,L
hmn,,hmn,hmn,Hmong,,,M,L
hmo,ho,hmo,hmo,Hiri Motu,Hiri Motu,Austronesian,I,L
hmp,,,,Northern Mashan Hmong,,,I,L
hmq,,,,Eastern Qiandong Miao,,,I,L
hmr,,,,Hmar,,,I,L
hms,,,,Southern Qiandong Miao,,,I,L
hmt,,,,Hamtai,,,I,L
hmu,,,,Hamap,,,I,L
hmv,,,,Hmong Dô,,,I,L
hmw,,,,Western Mashan Hmong,,,I,L
hmy,,,,Southern Guiyang Hmong,,,I,L
hmz,,,,Hmong Shua,,,I,L
hna,,,,Mina (Cameroon),,,I,L
hnd,,,,Southern Hindko,,,I,L
hne,,,,Chhattisgarhi,,,I,L
hng,,,,Hungu,,,I,L
hnh,,,,ǁAni,,,I,L
hni,,,,Hani,,,I,L
hnj,,,,Hmong Njua,,,I,L
hnm,,,,Hainanese,,,I,L
hnn,,,,Hanunoo,,,I,L
hno,,,,Northern Hindko,,,I,L
hns,,,,Caribbean Hindustani,,,I,L
hnu,,,,Hung,,,I,L
hoa,,,,Hoava,,,I,L
hob,,,,Mari (Madang Province),,,I,L
hoc,,,,Ho,,,I,L
hod,,,,Holma,,,I,E
hoe,,,,Horom,,,I,L
hoh,,,,Hobyót,,,I,L
hoi,,,,Holikachuk,,,I,L
hoj,,,,Hadothi,,,I,L
hol,,,,Holu,,,I,L
hom,,,,Homa,,,I,E
hoo,,,,Holoholo,,,I,L
hop,,,,Hopi,,,I,L
hor,,,,Horo,,,I,E
hos,,,,Ho Chi Minh City Sign Language,,,I,L
hot,,,,Hote,,,I,L
hov,,,,Hovongan,,,I,L
how,,,,Honi,,,I,L
hoy,,,,Holiya,,,I,L
hoz,,,,Hozo,,,I,L
hpo,,,,Hpon,,,I,E
hps,,,,Hawai'i Sign Language (HSL),,,I,L
hra,,,,Hrangkhol,,,I,L
hrc,,,,Niwer Mil,,,I,L
hre,,,,Hre,,,I,L
hrk,,,,Haruku,,,I,L
hrm,,,,Horned Miao,,,I,L
hro,,,,Haroi,,,I,L
hrp,,,,Nhirrpi,,,I,E
hrt,,,,Hértevin,,,I,L
hru,,,,Hruso,,,I,L
hrv,hr,hrv,hrv,Croatian,hrvatski jezik,Indo-European,I,L
hrw,,,,Warwar Feni,,,I,L
hrx,,,,Hunsrik,,,I,L
hrz,,,,Harzani,,,I,L
hsb,,hsb,hsb,Upper Sorbian,,,I,L
hsh,,,,Hungarian Sign Language,,,I,L
hsl,,,,Hausa Sign Language,,,I,L
hsn,,,,Xiang Chinese,,,I,L
hss,,,,Harsusi,,,I,L
hti,,,,Hoti,,,I,E
hto,,,,Minica Huitoto,,,I,L
hts,,,,Hadza,,,I,L
htu,,,,Hitu,,,I,L
htx,,,,Middle Hittite,,,I,H
hub,,,,Huambisa,,,I,L
huc,,,,ǂHua,,,I,L
hud,,,,Huaulu,,,I,L
hue,,,,San Francisco Del Mar Huave,,,I,L
huf,,,,Humene,,,I,L
hug,,,,Huachipaeri,,,I,L
huh,,,,Huilliche,,,I,L
hui,,,,Huli,,,I,L
huj,,,,Northern Guiyang Hmong,,,I,L
huk,,,,Hulung,,,I,E
hul,,,,Hula,,,I,L
hum,,,,Hungana,,,I,L
hun,hu,hun,hun,Hungarian,magyar,Uralic,I,L
huo,,,,Hu,,,I,L
hup,,hup,hup,Hupa,,,I,L
huq,,,,Tsat,,,I,L
hur,,,,Halkomelem,,,I,L
hus,,,,Huastec,,,I,L
hut,,,,Humla,,,I,L
huu,,,,Murui Huitoto,,,I,L
huv,,,,San Mateo Del Mar Huave,,,I,L
huw,,,,Hukumina,,,I,E
hux,,,,Nüpode Huitoto,,,I,L
huy,,,,Hulaulá,,,I,L
huz,,,,Hunzib,,,I,L
hvc,,,,Haitian Vodoun Culture Language,,,I,L
hve,,,,San Dionisio Del Mar Huave,,,I,L
hvk,,,,Haveke,,,I,L
hvn,,,,Sabu,,,I,L
hvv,,,,Santa María Del Mar Huave,,,I,L
hwa,,,,Wané,,,I,L
hwc,,,,Hawai'i Creole English,,,I,L
hwo,,,,Hwana,,,I,L
hya,,,,Hya,,,I,L
hye,hy,hye,arm,Armenian,Հայերեն,Indo-European,I,L
hyw,,,,Western Armenian,,,I,L
iai,,,,Iaai,,,I,L
ian,,,,Iatmul,,,I,L
iar,,,,Purari,,,I,L
iba,,iba,iba,Iban,,,I,L
ibb,,,,Ibibio,,,I,L
ibd,,,,Iwaidja,,,I,L
ibe,,,,Akpes,,,I,L
ibg,,,,Ibanag,,,I,L
ibh,,,,Bih,,,I,L
ibl,,,,Ibaloi,,,I,L
ibm,,,,Agoi,,,I,L
ibn,,,,Ibino,,,I,L
ibo,ig,ibo,ibo,Igbo,Asụsụ Igbo,Niger–Congo,I,L
ibr,,,,Ibuoro,,,I,L
ibu,,,,Ibu,,,I,L
iby,,,,Ibani,,,I,L
ica,,,,Ede Ica,,,I,L
ich,,,,Etkywan,,,I,L
icl,,,,Icelandic Sign Language,,,I,L
icr,,,,Islander Creole English,,,I,L
ida,,,,Idakho-Isukha-Tiriki,,,I,L
idb,,,,Indo-Portuguese,,,I,L
idc,,,,Idon,,,I,L
idd,,,,Ede Idaca,,,I,L
ide,,,,Idere,,,I,L
idi,,,,Idi,,,I,L
ido,io,ido,ido,Ido,Ido,Constructed,I,C
idr,,,,Indri,,,I,L
ids,,,,Idesa,,,I,L
idt,,,,Idaté,,,I,L
idu,,,,Idoma,,,I,L
ifa,,,,Amganad Ifugao,,,I,L
ifb,,,,Batad Ifugao,,,I,L
ife,,,,Ifè,,,I,L
iff,,,,Ifo,,,I,E
ifk,,,,Tuwali Ifugao,,,I,L
ifm,,,,Teke-Fuumu,,,I,L
ifu,,,,Mayoyao Ifugao,,,I,L
ify,,,,Keley-I Kallahan,,,I,L
igb,,,,Ebira,,,I,L
ige,,,,Igede,,,I,L
igg,,,,Igana,,,I,L
igl,,,,Igala,,,I,L
igm,,,,Kanggape,,,I,L
ign,,,,Ignaciano,,,I,L
igo,,,,Isebe,,,I,L
igs,,,,Interglossa,,,I,C
igw,,,,Igwe,,,I,L
ihb,,,,Iha Based Pidgin,,,I,L
ihi,,,,Ihievbe,,,I,L
ihp,,,,Iha,,,I,L
ihw,,,,Bidhawal,,,I,E
iii,ii,iii,iii,Sichuan Yi,ꆈꌠ꒿ Nuosuhxop,Sino-Tibetan,I,L
iin,,,,Thiin,,,I,E
ijc,,,,Izon,,,I,L
ije,,,,Biseni,,,I,L
ijj,,,,Ede Ije,,,I,L
ijn,,,,Kalabari,,,I,L
ijs,,,,Southeast Ijo,,,I,L
ike,,,,Eastern Canadian Inuktitut,,,I,L
ikh,,,,Ikhin-Arokho,,,I,L
iki,,,,Iko,,,I,L
ikk,,,,Ika,,,I,L
ikl,,,,Ikulu,,,I,L
iko,,,,Olulumo-Ikom,,,I,L
ikp,,,,Ikpeshi,,,I,L
ikr,,,,Ikaranggal,,,I,E
iks,,,,Inuit Sign Language,,,I,L
ikt,,,,Inuinnaqtun,,,I,L
iku,iu,iku,iku,Inuktitut,ᐃᓄᒃᑎᑐᑦ,Eskimo–Aleut,M,L
ikv,,,,Iku-Gora-Ankwa,,,I,L
ikw,,,,Ikwere,,,I,L
ikx,,,,Ik,,,I,L
ikz,,,,Ikizu,,,I,L
ila,,,,Ile Ape,,,I,L
ilb,,,,Ila,,,I,L
ile,ie,ile,ile,Interlingue,Originally called Occidental; then Interlingue after WWII,Constructed,I,C
ilg,,,,Garig-Ilgar,,,I,E
ili,,,,Ili Turki,,,I,L
ilk,,,,Ilongot,,,I,L
ilm,,,,Iranun (Malaysia),,,I,L
ilo,,ilo,ilo,Iloko,,,I,L
ilp,,,,Iranun (Philippines),,,I,L
ils,,,,International Sign,,,I,L
ilu,,,,Ili'uun,,,I,L
ilv,,,,Ilue,,,I,L
ima,,,,Mala Malasar,,,I,L
imi,,,,Anamgura,,,I,L
iml,,,,Miluk,,,I,E
imn,,,,Imonda,,,I,L
imo,,,,Imbongu,,,I,L
imr,,,,Imroing,,,I,L
ims,,,,Marsian,,,I,H
imt,,,,Imotong,,,I,L
imy,,,,Milyan,,,I,H
ina,ia,ina,ina,Interlingua (IALA),Interlingua,Constructed,I,C
inb,,,,Inga,,,I,L
ind,id,ind,ind,Indonesian,Bahasa Indonesia,Austronesian,I,L
ing,,,,Degexit'an,,,I,L
inh,,inh,inh,Ingush,,,I,L
inj,,,,Jungle Inga,,,I,L
